round,client,n_train_samples,local_train_loss,local_test_accuracy,local_test_precision,local_test_recall,local_test_f1,local_test_f1_micro,local_test_f1_per_class,local_test_auc,size_weight,performance_weight,adaptive_weight
6,0,3744,1.0967960856409154,0.22411952912807465,0.12625686832141864,0.9246613300492611,0.21676109065035803,0.24112734864300625,"[0.35758106923751093, 0.15732546705998032, 0.3903281519861831, 0.4331103678929766, 0.22537878787878787, 0.24788732394366197, 0.09164969450101833, 0.22537878787878787, 0.24670433145009416, 0.19718309859154928, 0.126, 0.1345926800472255, 0.20153550863723607, 0.0]",0.6232430442044813,0.25,0.24951485084641106,0.24980594033856443
6,1,3744,1.0766651079186007,0.2198505848646164,0.12233322510103707,0.9191005668520524,0.20948195814700282,0.23421131397785094,"[0.3546971027216857, 0.14638971315529178, 0.4133099824868651, 0.4172297297297297, 0.22369668246445498, 0.27012025901942643, 0.07216494845360824, 0.23374175306314798, 0.21784232365145229, 0.13145539906103287, 0.12036108324974924, 0.12121212121212122, 0.21052631578947367, 0.0]",0.6183335312300723,0.25,0.24559929483024684,0.24823971793209873
6,2,3744,1.0910533376738556,0.24294862151145935,0.12994706036647216,0.919256307431508,0.2223030849936634,0.24702403518083252,"[0.3267857142857143, 0.16290480863591755, 0.409366869037294, 0.44867549668874174, 0.2632066728452271, 0.241674595623216, 0.09164969450101833, 0.21863117870722434, 0.23705179282868527, 0.22123893805309736, 0.1541501976284585, 0.15809284818067754, 0.17881438289601556, 0.0]",0.6322367358705382,0.25,0.25676804388612867,0.25270721755445147
6,3,3744,1.0932133527393015,0.21642018854618073,0.12559745599644337,0.9223753078817734,0.21494458194315308,0.2394376618571957,"[0.35758106923751093, 0.14271555996035679, 0.398959236773634, 0.44739022369511183, 0.25512104283054005, 0.22960151802656548, 0.0720164609053498, 0.23651844843897823, 0.21863117870722434, 0.13813813813813813, 0.14271555996035679, 0.16142270861833105, 0.2084130019120459, 0.0]",0.62149581773539,0.25,0.2481178104372134,0.24924712417488537
7,0,3744,1.0940653874323918,0.24980942904949188,0.12914746115097914,0.9092982661129981,0.22050629143912456,0.24433694233279582,"[0.35758106923751093, 0.15732546705998032, 0.4029038112522686, 0.43381725021349277, 0.22537878787878787, 0.24544582933844677, 0.09164969450101833, 0.22537878787878787, 0.24493731918997108, 0.22847682119205298, 0.12625250501002003, 0.14640522875816994, 0.20153550863723607, 0.0]",0.6383607663489814,0.25,0.2586464015515479,0.25345856062061917
7,1,3744,1.07409852819565,0.22701631486415863,0.12297106394641862,0.9164600950246818,0.21064602116143122,0.23610064788307972,"[0.3546971027216857, 0.14638971315529178, 0.411006018916595, 0.4172297297297297, 0.22369668246445498, 0.2719703977798335, 0.07150368033648791, 0.23641563393708293, 0.22722400857449088, 0.14030612244897958, 0.12036108324974924, 0.11791907514450867, 0.21032504780114722, 0.0]",0.6173008385162521,0.25,0.24186208896301045,0.2467448355852042
7,2,3744,1.088507142688474,0.2337246537208557,0.13397696469415987,0.953744193785176,0.2274326756227568,0.2428442301898162,"[0.3267857142857143, 0.1627450980392157, 0.4389763779527559, 0.4490472245236123, 0.2632066728452271, 0.23796033994334279, 0.09164969450101833, 0.21863117870722434, 0.23983315954118875, 0.259927797833935, 0.15369458128078817, 0.14112458654906285, 0.17881438289601556, 0.021660649819494584]",0.6265179939306765,0.25,0.24913868229709407,0.24965547291883763
7,3,3744,1.091130591559614,0.22198505699634552,0.1261134840638513,0.9212846812278631,0.21581009802340784,0.24073798541883648,"[0.35758106923751093, 0.14271555996035679, 0.3979416809605489, 0.44739022369511183, 0.25512104283054005, 0.24048096192384769, 0.0720164609053498, 0.235626767200754, 0.21863117870722434, 0.13995943204868155, 0.14299900695134063, 0.16246498599439776, 0.2084130019120459, 0.0]",0.6280427653810309,0.25,0.25035282718834767,0.25014113087533907
8,0,3744,1.091250206058861,0.22617776691913605,0.12651325126131147,0.9237945962083893,0.21702033896304052,0.24150041096913996,"[0.35758106923751093, 0.15732546705998032, 0.40070921985815605, 0.4331103678929766, 0.22537878787878787, 0.24714828897338403, 0.09164969450101833, 0.22537878787878787, 0.24531835205992508, 0.1812004530011325, 0.12625250501002003, 0.1455026455026455, 0.2017291066282421, 0.0]",0.6448548517417382,0.25,0.25569852116694247,0.252279408466777
8,1,3744,1.0700869288199988,0.2122274786233902,0.12166086646642979,0.9184007270776802,0.208557511975808,0.23338278931750742,"[0.35481023830538394, 0.14638971315529178, 0.41396933560477, 0.4172297297297297, 0.22369668246445498, 0.2731524789522919, 0.0720164609053498, 0.2346263008514664, 0.2139446036294174, 0.11487179487179487, 0.12072434607645875, 0.12384716732542819, 0.21052631578947367, 0.0]",0.6251445994698204,0.25,0.24030634628718142,0.24612253851487256
